brand,model_clean,car_link,description,price,price_eur,first_registration,accident_free,car_age_years,mileage_km,mileage_category,power_kw,power_hp,fuel_type,seller_name,seller_rating,seller_reviews_count,rag_text,specifications,spec_list
Mercedes-Benz,Mercedes-Benz CLA 200 Shooting Brake,https://suchen.mobile.de/fahrzeuge/details.html?id=442028837&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&rd=100&ref=srp&refId=692b2536-d65d-caf0-12e7-d05cb10a818e&s=Car&sb=rel&searchId=692b2536-d65d-caf0-12e7-d05cb10a818e&vc=Car,7G-DCT AMG Line+LED+NAVI,"18,999",18999,2017-09,False,8,92215,50k-100k,115.0,156.0,Petrol,Kamux Auto GmbH,4.3,161,"Mercedes-Benz | Mercedes-Benz CLA 200 Shooting Brake | First registration: 2017-09 | Accident-free: No | Mileage: 92,215 km | Fuel: Petrol | Power: 115.0 kW | Price: €18,999 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 7G-DCT AMG Line+LED+NAVI","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']"
BMW,BMW 420,https://suchen.mobile.de/fahrzeuge/details.html?id=436863563&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,Cabrio Sport Line 6-Gang LED / Navi/ SHZ,"23,880",23880,2018-04,True,7,89300,50k-100k,140.0,190.0,Diesel,Emil Frey Küstengarage,4.8,77,"BMW | BMW 420 | First registration: 2018-04 | Accident-free: Yes | Mileage: 89,300 km | Fuel: Diesel | Power: 140.0 kW | Price: €23,880 | Seller: Emil Frey Küstengarage (4.8⭐) | Description: Cabrio Sport Line 6-Gang LED / Navi/ SHZ","['Accident-free', 'FR 04/2018', '89,300 km', '140 kW (190 hp)', 'Diesel']","['Accident-free', 'FR 04/2018', '89,300 km', '140 kW (190 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz C 180,https://suchen.mobile.de/fahrzeuge/details.html?id=434145318&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,AMG-Line Navi Panorama LED E-Klappe,"19,990",19990,2017-06,True,8,74529,50k-100k,85.0,116.0,Diesel,Autohaus Spies GmbH,5,156,"Mercedes-Benz | Mercedes-Benz C 180 | First registration: 2017-06 | Accident-free: Yes | Mileage: 74,529 km | Fuel: Diesel | Power: 85.0 kW | Price: €19,990 | Seller: Autohaus Spies GmbH (5⭐) | Description: AMG-Line Navi Panorama LED E-Klappe","['Accident-free', 'FR 06/2017', '74,529 km', '85 kW (116 hp)', 'Diesel']","['Accident-free', 'FR 06/2017', '74,529 km', '85 kW (116 hp)', 'Diesel']"
Volkswagen,Volkswagen Tiguan,https://suchen.mobile.de/fahrzeuge/details.html?id=435542434&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,Not provided by seller.,"22,480",22480,2019-11,False,6,97487,50k-100k,110.0,150.0,Petrol,Autozentrum Nord GmbH VW u.Skoda Vertragshändler,4.7,418,"Volkswagen | Volkswagen Tiguan | First registration: 2019-11 | Accident-free: No | Mileage: 97,487 km | Fuel: Petrol | Power: 110.0 kW | Price: €22,480 | Seller: Autozentrum Nord GmbH VW u.Skoda Vertragshändler (4.7⭐) | Description: Not provided by seller.","['FR 11/2019', '97,487 km', '110 kW (150 hp)', 'Petrol']","['FR 11/2019', '97,487 km', '110 kW (150 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz A 250,https://suchen.mobile.de/fahrzeuge/details.html?id=441858306&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,LEDER*LED*TÜV,"17,900",17900,2018-09,True,7,145000,>100k,165.0,224.0,Petrol,H&S Automobile Hamburg GMBH,4.6,102,"Mercedes-Benz | Mercedes-Benz A 250 | First registration: 2018-09 | Accident-free: Yes | Mileage: 145,000 km | Fuel: Petrol | Power: 165.0 kW | Price: €17,900 | Seller: H&S Automobile Hamburg GMBH (4.6⭐) | Description: LEDER*LED*TÜV","['Accident-free', 'FR 09/2018', '145,000 km', '165 kW (224 hp)', 'Petrol']","['Accident-free', 'FR 09/2018', '145,000 km', '165 kW (224 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz B 180,https://suchen.mobile.de/fahrzeuge/details.html?id=440228433&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,CDI NAVI*KLIMA*PDC*SHZ*LEDER*TEMPOMAT*ALU!,"14,990",14990,2015-10,True,10,70045,50k-100k,80.0,109.0,Diesel,Royal Cars GmbH,4.6,246,"Mercedes-Benz | Mercedes-Benz B 180 | First registration: 2015-10 | Accident-free: Yes | Mileage: 70,045 km | Fuel: Diesel | Power: 80.0 kW | Price: €14,990 | Seller: Royal Cars GmbH (4.6⭐) | Description: CDI NAVI*KLIMA*PDC*SHZ*LEDER*TEMPOMAT*ALU!","['Accident-free', 'FR 10/2015', '70,045 km', '80 kW (109 hp)', 'Diesel']","['Accident-free', 'FR 10/2015', '70,045 km', '80 kW (109 hp)', 'Diesel']"
Audi,Audi Q3,https://suchen.mobile.de/fahrzeuge/details.html?id=439178014&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,"1,4 TFSI S-Line*Led*S-Tronic*AHK*Keyless*","19,990",19990,2016-06,True,9,85700,50k-100k,110.0,150.0,Petrol,Nordblick Automobile GmbH,4.9,16,"Audi | Audi Q3 | First registration: 2016-06 | Accident-free: Yes | Mileage: 85,700 km | Fuel: Petrol | Power: 110.0 kW | Price: €19,990 | Seller: Nordblick Automobile GmbH (4.9⭐) | Description: 1,4 TFSI S-Line*Led*S-Tronic*AHK*Keyless*","['Accident-free', 'FR 06/2016', '85,700 km', '110 kW (150 hp)', 'Petrol']","['Accident-free', 'FR 06/2016', '85,700 km', '110 kW (150 hp)', 'Petrol']"
Volkswagen,Volkswagen T-Roc,https://suchen.mobile.de/fahrzeuge/details.html?id=435191335&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,2.0 TSI 4M SPORT AHK|PANO|LED|SOUND|DAB|19,"18,990",18990,2017-11,True,8,117997,>100k,140.0,190.0,Petrol,AHH Auto Handelsagentur Hamburg,4.8,527,"Volkswagen | Volkswagen T-Roc | First registration: 2017-11 | Accident-free: Yes | Mileage: 117,997 km | Fuel: Petrol | Power: 140.0 kW | Price: €18,990 | Seller: AHH Auto Handelsagentur Hamburg (4.8⭐) | Description: 2.0 TSI 4M SPORT AHK|PANO|LED|SOUND|DAB|19","['Accident-free', 'FR 11/2017', '117,997 km', '140 kW (190 hp)', 'Petrol']","['Accident-free', 'FR 11/2017', '117,997 km', '140 kW (190 hp)', 'Petrol']"
BMW,BMW 320,https://suchen.mobile.de/fahrzeuge/details.html?id=441949144&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,d Sport Line LED*HiFi*Ambiente*PDC*Navi,"26,450",26450,2020-09,True,5,90000,50k-100k,140.0,190.0,Diesel,Dream Cars Stade,4.7,14,"BMW | BMW 320 | First registration: 2020-09 | Accident-free: Yes | Mileage: 90,000 km | Fuel: Diesel | Power: 140.0 kW | Price: €26,450 | Seller: Dream Cars Stade (4.7⭐) | Description: d Sport Line LED*HiFi*Ambiente*PDC*Navi","['Accident-free', 'FR 09/2020', '90,000 km', '140 kW (190 hp)', 'Diesel']","['Accident-free', 'FR 09/2020', '90,000 km', '140 kW (190 hp)', 'Diesel']"
Volkswagen,Volkswagen Tiguan,https://suchen.mobile.de/fahrzeuge/details.html?id=441136125&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,1.5TSI DSG Comfortline EU6d-T ACC LED Pan,"21,950",21950,2019-10,False,6,100000,50k-100k,110.0,150.0,Petrol,aaf.de GmbH Automobile am Flughafen,3.9,276,"Volkswagen | Volkswagen Tiguan | First registration: 2019-10 | Accident-free: No | Mileage: 100,000 km | Fuel: Petrol | Power: 110.0 kW | Price: €21,950 | Seller: aaf.de GmbH Automobile am Flughafen (3.9⭐) | Description: 1.5TSI DSG Comfortline EU6d-T ACC LED Pan","['FR 10/2019', '100,000 km', '110 kW (150 hp)', 'Petrol']","['FR 10/2019', '100,000 km', '110 kW (150 hp)', 'Petrol']"
Citroën,Citroën C3 Aircross,https://suchen.mobile.de/fahrzeuge/details.html?id=440779929&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,1.2PureTech 110 Feel+TEMPO+PDC+KLIMA,"10,989",10989,2018-06,False,7,75069,50k-100k,81.0,110.0,Petrol,Kamux Auto GmbH,4.3,161,"Citroën | Citroën C3 Aircross | First registration: 2018-06 | Accident-free: No | Mileage: 75,069 km | Fuel: Petrol | Power: 81.0 kW | Price: €10,989 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 1.2PureTech 110 Feel+TEMPO+PDC+KLIMA","['FR 06/2018', '75,069 km', '81 kW (110 hp)', 'Petrol']","['FR 06/2018', '75,069 km', '81 kW (110 hp)', 'Petrol']"
Audi,Audi Q3,https://suchen.mobile.de/fahrzeuge/details.html?id=441492278&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,design *AHK/KAMERA*,"17,900",17900,2016-10,True,9,102499,>100k,110.0,150.0,Diesel,H&S Automobile Hamburg GMBH,4.6,102,"Audi | Audi Q3 | First registration: 2016-10 | Accident-free: Yes | Mileage: 102,499 km | Fuel: Diesel | Power: 110.0 kW | Price: €17,900 | Seller: H&S Automobile Hamburg GMBH (4.6⭐) | Description: design *AHK/KAMERA*","['Accident-free', 'FR 10/2016', '102,499 km', '110 kW (150 hp)', 'Diesel']","['Accident-free', 'FR 10/2016', '102,499 km', '110 kW (150 hp)', 'Diesel']"
Volkswagen,Volkswagen Golf,https://suchen.mobile.de/fahrzeuge/details.html?id=442319175&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,VII Lim. Allstar BMT,"16,990",16990,2017-02,True,8,70000,50k-100k,110.0,150.0,Petrol,Autopark-Norderstedt,4.9,184,"Volkswagen | Volkswagen Golf | First registration: 2017-02 | Accident-free: Yes | Mileage: 70,000 km | Fuel: Petrol | Power: 110.0 kW | Price: €16,990 | Seller: Autopark-Norderstedt (4.9⭐) | Description: VII Lim. Allstar BMT","['Accident-free', 'FR 02/2017', '70,000 km', '110 kW (150 hp)', 'Petrol']","['Accident-free', 'FR 02/2017', '70,000 km', '110 kW (150 hp)', 'Petrol']"
Citroën,Citroën Berlingo,https://suchen.mobile.de/fahrzeuge/details.html?id=440592708&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=41&rd=100&ref=srp&refId=ce530809-d4e5-03a1-64d0-674adb8dd04d&s=Car&sb=rel&searchId=ce530809-d4e5-03a1-64d0-674adb8dd04d&vc=Car,1.5BHDi 100 Feel M+NAVI+TEMPO+PDC+KLIMA,"14,190",14190,2019-06,False,6,104966,>100k,75.0,102.0,Diesel,Kamux Auto GmbH,4.3,161,"Citroën | Citroën Berlingo | First registration: 2019-06 | Accident-free: No | Mileage: 104,966 km | Fuel: Diesel | Power: 75.0 kW | Price: €14,190 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 1.5BHDi 100 Feel M+NAVI+TEMPO+PDC+KLIMA","['FR 06/2019', '104,966 km', '75 kW (102 hp)', 'Diesel']","['FR 06/2019', '104,966 km', '75 kW (102 hp)', 'Diesel']"
Volkswagen,Volkswagen Golf,https://suchen.mobile.de/fahrzeuge/details.html?id=442092115&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,Sportsvan VII Allstar .KLIMA.87TKM.NAVI,"13,455",13455,2016-05,False,9,87514,50k-100k,92.0,125.0,Petrol,JM Autotechnik,,,"Volkswagen | Volkswagen Golf | First registration: 2016-05 | Accident-free: No | Mileage: 87,514 km | Fuel: Petrol | Power: 92.0 kW | Price: €13,455 | Seller: JM Autotechnik | Description: Sportsvan VII Allstar .KLIMA.87TKM.NAVI","['FR 05/2016', '87,514 km', '92 kW (125 hp)', 'Petrol']","['FR 05/2016', '87,514 km', '92 kW (125 hp)', 'Petrol']"
Ford,Ford Focus,https://suchen.mobile.de/fahrzeuge/details.html?id=441204072&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,1.0EB Aut.Titanium Vignale S/S+LED+NAVI,"19,950",19950,2022-09,False,3,66194,50k-100k,114.0,155.0,Petrol,Kamux Auto GmbH,4.3,161,"Ford | Ford Focus | First registration: 2022-09 | Accident-free: No | Mileage: 66,194 km | Fuel: Petrol | Power: 114.0 kW | Price: €19,950 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 1.0EB Aut.Titanium Vignale S/S+LED+NAVI","['FR 09/2022', '66,194 km', '114 kW (155 hp)', 'Petrol']","['FR 09/2022', '66,194 km', '114 kW (155 hp)', 'Petrol']"
BMW,BMW 218 Active Tourer,https://suchen.mobile.de/fahrzeuge/details.html?id=437216513&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,Not provided by seller.,"15,900",15900,2018-02,False,7,90000,50k-100k,100.0,136.0,Petrol,M&M Automobile,4.8,26,"BMW | BMW 218 Active Tourer | First registration: 2018-02 | Accident-free: No | Mileage: 90,000 km | Fuel: Petrol | Power: 100.0 kW | Price: €15,900 | Seller: M&M Automobile (4.8⭐) | Description: Not provided by seller.","['FR 02/2018', '90,000 km', '100 kW (136 hp)', 'Petrol']","['FR 02/2018', '90,000 km', '100 kW (136 hp)', 'Petrol']"
Audi,Audi A3,https://suchen.mobile.de/fahrzeuge/details.html?id=427994350&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,Limousine S-LINE RS3 S-SITZE PANO VIRTUAL LED,"23,890",23890,2020-11,True,5,123957,>100k,110.0,150.0,Petrol,Car Corner GmbH,4.9,402,"Audi | Audi A3 | First registration: 2020-11 | Accident-free: Yes | Mileage: 123,957 km | Fuel: Petrol | Power: 110.0 kW | Price: €23,890 | Seller: Car Corner GmbH (4.9⭐) | Description: Limousine S-LINE RS3 S-SITZE PANO VIRTUAL LED","['Accident-free', 'FR 11/2020', '123,957 km', '110 kW (150 hp)', 'Petrol']","['Accident-free', 'FR 11/2020', '123,957 km', '110 kW (150 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz A 180,https://suchen.mobile.de/fahrzeuge/details.html?id=440693640&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,7G-DCT MBUX |NAVI|KAMERA|PDC|SITZH.|SPURH.,"18,990",18990,2018-11,False,7,133168,>100k,100.0,136.0,Petrol,M. Yusufi-Automobile,4.8,237,"Mercedes-Benz | Mercedes-Benz A 180 | First registration: 2018-11 | Accident-free: No | Mileage: 133,168 km | Fuel: Petrol | Power: 100.0 kW | Price: €18,990 | Seller: M. Yusufi-Automobile (4.8⭐) | Description: 7G-DCT MBUX |NAVI|KAMERA|PDC|SITZH.|SPURH.","['FR 11/2018', '133,168 km', '100 kW (136 hp)', 'Petrol']","['FR 11/2018', '133,168 km', '100 kW (136 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz CLA 200,https://suchen.mobile.de/fahrzeuge/details.html?id=440813288&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,Amg Line,"25,990",25990,2020-08,True,5,129500,>100k,120.0,163.0,Petrol,"25436 Uetersen , Private Seller",,,"Mercedes-Benz | Mercedes-Benz CLA 200 | First registration: 2020-08 | Accident-free: Yes | Mileage: 129,500 km | Fuel: Petrol | Power: 120.0 kW | Price: €25,990 | Seller: 25436 Uetersen , Private Seller | Description: Amg Line","['Accident-free', 'FR 08/2020', '129,500 km', '120 kW (163 hp)', 'Petrol']","['Accident-free', 'FR 08/2020', '129,500 km', '120 kW (163 hp)', 'Petrol']"
Volkswagen,Volkswagen Tiguan,https://suchen.mobile.de/fahrzeuge/details.html?id=414210720&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,Elegance*LED*KAMERA*LEDER*ACC*HUD*,"24,990",24990,2021-11,False,4,97300,50k-100k,110.0,150.0,Petrol,Mobile-HH.de,4.8,165,"Volkswagen | Volkswagen Tiguan | First registration: 2021-11 | Accident-free: No | Mileage: 97,300 km | Fuel: Petrol | Power: 110.0 kW | Price: €24,990 | Seller: Mobile-HH.de (4.8⭐) | Description: Elegance*LED*KAMERA*LEDER*ACC*HUD*","['FR 11/2021', '97,300 km', '110 kW (150 hp)', 'Petrol']","['FR 11/2021', '97,300 km', '110 kW (150 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 200,https://suchen.mobile.de/fahrzeuge/details.html?id=440880231&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,Coupé AMG LED Assist. Navi Leder,"28,399",28399,2020-05,False,5,72000,50k-100k,145.0,197.0,Petrol,Autopark-Stade,4.8,243,"Mercedes-Benz | Mercedes-Benz C 200 | First registration: 2020-05 | Accident-free: No | Mileage: 72,000 km | Fuel: Petrol | Power: 145.0 kW | Price: €28,399 | Seller: Autopark-Stade (4.8⭐) | Description: Coupé AMG LED Assist. Navi Leder","['FR 05/2020', '72,000 km', '145 kW (197 hp)', 'Petrol']","['FR 05/2020', '72,000 km', '145 kW (197 hp)', 'Petrol']"
Seat,Seat Tarraco,https://suchen.mobile.de/fahrzeuge/details.html?id=440583255&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,2.0TDI 4D DSG Xcellence+LED+VIRTUAL+AHK,"29,500",29500,2021-08,False,4,81190,50k-100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.9,75,"Seat | Seat Tarraco | First registration: 2021-08 | Accident-free: No | Mileage: 81,190 km | Fuel: Diesel | Power: 140.0 kW | Price: €29,500 | Seller: Kamux Auto GmbH (4.9⭐) | Description: 2.0TDI 4D DSG Xcellence+LED+VIRTUAL+AHK","['FR 08/2021', '81,190 km', '140 kW (190 hp)', 'Diesel']","['FR 08/2021', '81,190 km', '140 kW (190 hp)', 'Diesel']"
Volkswagen,Volkswagen Golf,https://suchen.mobile.de/fahrzeuge/details.html?id=441419147&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,VII 1.2 TSI Allstar BMT*XENON*TEMPO*PDC*,"13,650",13650,2016-08,True,9,78939,50k-100k,81.0,110.0,Petrol,Autohero GmbH - Standort Hamburg,4.5,176,"Volkswagen | Volkswagen Golf | First registration: 2016-08 | Accident-free: Yes | Mileage: 78,939 km | Fuel: Petrol | Power: 81.0 kW | Price: €13,650 | Seller: Autohero GmbH - Standort Hamburg (4.5⭐) | Description: VII 1.2 TSI Allstar BMT*XENON*TEMPO*PDC*","['Accident-free', 'FR 08/2016', '78,939 km', '81 kW (110 hp)', 'Petrol']","['Accident-free', 'FR 08/2016', '78,939 km', '81 kW (110 hp)', 'Petrol']"
Audi,Audi Q3,https://suchen.mobile.de/fahrzeuge/details.html?id=437350307&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,"AHK,AUTOM.,LED,Navi,SHZ","25,450",25450,2019-10,False,6,69000,50k-100k,110.0,150.0,Petrol,Wilhelmsen AutoMix GmbH,4.7,99,"Audi | Audi Q3 | First registration: 2019-10 | Accident-free: No | Mileage: 69,000 km | Fuel: Petrol | Power: 110.0 kW | Price: €25,450 | Seller: Wilhelmsen AutoMix GmbH (4.7⭐) | Description: AHK,AUTOM.,LED,Navi,SHZ","['FR 10/2019', '69,000 km', '110 kW (150 hp)', 'Petrol']","['FR 10/2019', '69,000 km', '110 kW (150 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 180,https://suchen.mobile.de/fahrzeuge/details.html?id=442084058&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,T Autom. -,"23,500",23500,2019-09,True,6,67000,50k-100k,115.0,156.0,Petrol,"24105 Kiel, Private Seller",,,"Mercedes-Benz | Mercedes-Benz C 180 | First registration: 2019-09 | Accident-free: Yes | Mileage: 67,000 km | Fuel: Petrol | Power: 115.0 kW | Price: €23,500 | Seller: 24105 Kiel, Private Seller | Description: T Autom. -","['Accident-free', 'FR 09/2019', '67,000 km', '115 kW (156 hp)', 'Petrol']","['Accident-free', 'FR 09/2019', '67,000 km', '115 kW (156 hp)', 'Petrol']"
Volkswagen,Volkswagen Touareg,https://suchen.mobile.de/fahrzeuge/details.html?id=441438139&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=42&rd=100&ref=srp&refId=80d87fdb-6fda-9620-7ede-625a3ee94cba&s=Car&sb=rel&searchId=80d87fdb-6fda-9620-7ede-625a3ee94cba&vc=Car,V6 3.0TDI TerrainTech 4Mot AHK LUFT NAVI,"22,975",22975,2016-10,True,9,131700,>100k,193.0,262.0,Diesel,Auto Zentrum Westküste,4.4,157,"Volkswagen | Volkswagen Touareg | First registration: 2016-10 | Accident-free: Yes | Mileage: 131,700 km | Fuel: Diesel | Power: 193.0 kW | Price: €22,975 | Seller: Auto Zentrum Westküste (4.4⭐) | Description: V6 3.0TDI TerrainTech 4Mot AHK LUFT NAVI","['Accident-free', 'FR 10/2016', '131,700 km', '193 kW (262 hp)', 'Diesel']","['Accident-free', 'FR 10/2016', '131,700 km', '193 kW (262 hp)', 'Diesel']"
